company_name,ticker,exchange,sector,industry,status,ipo_date,issue_price,price_band_low,price_band_high,listing_price,current_price,offer_size,market_cap_at_ipo,current_market_cap,gmp,subscription,ai_score,ai_rating,ai_confidence,source,country
AWFIS Space,,BSE,,,listed,2024-05-30,,372.0,372.0,,312.75,,,2659.0,,,53.3,Weak IPO,Low,ipo_data.json,
Bio Medica Laboratories,BMLL,NSE,,,listed,2026-05-29,,132,139,,,,,,,,53.3,Weak IPO,Low,ipos.json,India
Kalpataru Power Transm Ltd,KALPATPOWR,NSE,Industrials,Infrastructure,listed,2003-01-01,,,,,,,,,,,53.3,Weak IPO,Low,expansion_db,IN
Okta Inc.,OKTA,NASDAQ,Technology,Software,listed,2017-01-01,,,,,,,,,,,53.3,Weak IPO,Low,expansion_db,US
Evexia Lifecare Ltd,EVEXIA,NSE,Healthcare,Pharmaceuticals,listed,2024-01-01,,,,,,,,,,,53.3,Weak IPO,Low,expansion_db,IN
Desco Infra.,,BSE,,,listed,2025-04-01,,150.0,150.0,,220.8,,,115.0,,,53.2,Weak IPO,Low,ipo_data.json,
Divyadhan Recy.,,BSE,,,listed,2024-10-04,,64.0,64.0,,32.15,,,92.0,,,53.2,Weak IPO,Low,ipo_data.json,
Share Samadhan,,BSE,,,listed,2024-09-16,,74.0,74.0,,34.15,,,91.0,,,53.2,Weak IPO,Low,ipo_data.json,
R R Kabel,,BSE,,,listed,2023-09-20,,1035.0,1035.0,,2223.4,,,11701.0,,,53.2,Weak IPO,Low,ipo_data.json,
Divi's Laboratories,DIVISLAB,NSE,Healthcare,Pharmaceuticals,listed,1999-01-01,,,,,,,,,,,53.2,Weak IPO,Low,expansion_db,IN
Artemis Medicare Services,ARTEMISMED,NSE,Healthcare,Healthcare Services,listed,2021-01-01,,,,,,,,,,,53.2,Weak IPO,Low,expansion_db,IN
Gabriel India Ltd,GABRIEL,NSE,Consumer Cyclical,Auto Parts,listed,2006-01-01,,,,,,,,,,,53.2,Weak IPO,Low,expansion_db,IN
Shankara Building Products,SHANKARA,NSE,Industrials,Building Materials,listed,2017-01-01,,,,,,,,,,,53.2,Weak IPO,Low,expansion_db,IN
Phaarmasia Ltd,PHAARMASIA,NSE,Healthcare,Pharmaceuticals,listed,2024-01-01,,,,,,,,,,,53.2,Weak IPO,Low,expansion_db,IN
Puranik Builders Ltd,PURANIK,NSE,Real Estate,Real Estate Development,listed,2024-01-01,,,,,,,,,,,53.2,Weak IPO,Low,expansion_db,IN
Sunsky Logistics,,BSE,,,listed,2025-10-08,,46.0,46.0,,42.55,,,57.0,,,53.1,Weak IPO,Low,ipo_data.json,
Globe Civil,,BSE,,,listed,2025-07-01,,71.0,71.0,,39.8,,,424.0,,,53.1,Weak IPO,Low,ipo_data.json,
ABS Marine,,BSE,,,listed,2024-05-21,,147.0,147.0,,256.95,,,361.0,,,53.1,Weak IPO,Low,ipo_data.json,
Quest Flow,,BSE,,,listed,2023-09-21,,101.0,101.0,,230.6,,,104.0,,,53.1,Weak IPO,Low,ipo_data.json,
Anheuser-Busch InBev,BUD,NYSE,Consumer Defensive,Beverages,listed,,,,,,,,,,,,53.1,Weak IPO,Low,ipo_data.json,
Orient Electric Ltd,ORIENTELEC,NSE,Consumer Cyclical,Consumer Electronics,listed,2018-01-01,,,,,,,,,,,53.1,Weak IPO,Low,expansion_db,IN
Samvardhana Motherson Intl,MOTHERSUMI,NSE,Consumer Cyclical,Auto Parts,listed,2003-01-01,,,,,,,,,,,53.1,Weak IPO,Low,expansion_db,IN
Shipping Corp of India Ltd,SCI,NSE,Industrials,Logistics,listed,1995-01-01,,,,,,,,,,,53.1,Weak IPO,Low,expansion_db,IN
GoPro Inc.,GPRO,NASDAQ,Technology,Consumer Electronics,listed,2014-01-01,,,,,,,,,,,53.1,Weak IPO,Low,expansion_db,US
Polo Queen Industrial,POLOQUEEN,NSE,Consumer Cyclical,Household Products,listed,2024-01-01,,,,,,,,,,,53.1,Weak IPO,Low,expansion_db,IN
Bagmane Prime REIT,,BSE,,,listed,2026-05-14,,,,,103.35,,,,,,53.0,Weak IPO,Low,ipo_data.json,
Orkla India,,BSE,,,listed,2025-11-06,,730.0,730.0,,626.55,,,10000.0,,,53.0,Weak IPO,Low,ipo_data.json,
Cryogenic OGS,,BSE,,,listed,2025-07-10,,47.0,47.0,,231.0,,,67.0,,,53.0,Weak IPO,Low,ipo_data.json,
Forge Auto,,BSE,,,listed,2024-10-04,,108.0,108.0,,94.5,,,118.0,,,53.0,Weak IPO,Low,ipo_data.json,
ESAF Small Fin,,BSE,,,listed,2023-11-10,,60.0,60.0,,27.78,,,3089.0,,,53.0,Weak IPO,Low,ipo_data.json,
SAP SE,SAP,XETRA,Technology,Software,listed,,,,,,,,,,,,53.0,Weak IPO,Low,ipo_data.json,
HOSACA India Ltd,HOSACA,NSE,Financial,Financial Services,listed,2024-01-01,,,,,,,,,,,53.0,Weak IPO,Low,expansion_db,IN
Marsons Ltd,MARSONS,NSE,Industrials,Industrial Equipment,listed,2024-01-01,,,,,,,,,,,53.0,Weak IPO,Low,expansion_db,IN
BLT Logi.,,BSE,,,listed,2025-08-11,,75.0,75.0,,31.0,,,36.0,,,52.9,Weak IPO,Low,ipo_data.json,
Allianz SE,ALIZY,OTC,Financial,Insurance,listed,,,,,,,,,,,,52.9,Weak IPO,Low,ipo_data.json,
Motherson Sumi Wiring India,MSUMI,NSE,Consumer Cyclical,Auto Parts,listed,2003-01-01,,,,,,,,,,,52.9,Weak IPO,Low,expansion_db,IN
Oriental Bank of Commerce,ORIENTALBK,NSE,Financial,Banks,listed,1995-01-01,,,,,,,,,,,52.9,Weak IPO,Low,expansion_db,IN
Alimentation Couche-Tard,ATD,TSX,Consumer Cyclical,Retail,listed,1996-01-01,,,,,,,,,,,52.9,Weak IPO,Low,expansion_db,CA
Arvind & Co Engg Services,ACE,NSE,Industrials,Engineering,listed,2024-01-01,,,,,,,,,,,52.9,Weak IPO,Low,expansion_db,IN
KVS Castings,,BSE,,,listed,2025-10-06,,56.0,56.0,,68.99,,,105.0,,,52.8,Weak IPO,Low,ipo_data.json,
Rajputana Bio.,,BSE,,,listed,2024-12-03,,130.0,130.0,,220.0,,,91.0,,,52.8,Weak IPO,Low,ipo_data.json,
Bansal Wire Inds,,BSE,,,listed,2024-07-10,,256.0,256.0,,305.55,,,4008.0,,,52.8,Weak IPO,Low,ipo_data.json,
Platinum Industr,,BSE,,,listed,2024-03-05,,171.0,171.0,,218.4,,,939.0,,,52.8,Weak IPO,Low,ipo_data.json,
Dr. Reddy's Labs ADR,RDY,NYSE,Healthcare,Pharmaceuticals,listed,2001-01-01,,,,,,,,,,,52.8,Weak IPO,Low,expansion_db,IN
Chennai Petroleum Corp Ltd,CHENNPETRO,NSE,Energy,Oil & Gas,listed,2003-01-01,,,,,,,,,,,52.8,Weak IPO,Low,expansion_db,IN
Crompton Greaves Consumer,CROMPTON,NSE,Consumer Cyclical,Consumer Electronics,listed,2015-01-01,,,,,,,,,,,52.8,Weak IPO,Low,expansion_db,IN
DCB Bank Ltd,DCBBANK,NSE,Financial,Banks,listed,2006-01-01,,,,,,,,,,,52.8,Weak IPO,Low,expansion_db,IN
Aritas Vinyl,,BSE,,,listed,2026-01-23,,47.0,47.0,,13.88,,,93.0,,,52.7,Weak IPO,Low,ipo_data.json,
Solarworld Ene.,,BSE,,,listed,2025-09-30,,351.0,351.0,,191.75,,,3042.0,,,52.7,Weak IPO,Low,ipo_data.json,
Rachit Prints,,BSE,,,listed,2025-09-08,,149.0,149.0,,185.35,,,74.0,,,52.7,Weak IPO,Low,ipo_data.json,
TBI Corn,,BSE,,,listed,2024-06-07,,94.0,94.0,,75.0,,,171.0,,,52.7,Weak IPO,Low,ipo_data.json,
Pipavav Defence & Offshore,PIPAVAVDOC,NSE,Industrials,Shipbuilding,listed,2010-01-01,,,,,,,,,,,52.7,Weak IPO,Low,expansion_db,IN
Indo Borax & Chemicals Ltd,INDOBORAX,NSE,Basic Materials,Chemicals,listed,2007-01-01,,,,,,,,,,,52.7,Weak IPO,Low,expansion_db,IN
HVAX Technolog.,,BSE,,,listed,2024-10-07,,458.0,458.0,,699.0,,,127.0,,,52.6,Weak IPO,Low,ipo_data.json,
KRN Heat Exchan,,BSE,,,listed,2024-10-03,,209.0,209.0,,1216.8,,,1367.0,,,52.6,Weak IPO,Low,ipo_data.json,
Vodafone Idea,,BSE,,,listed,2024-04-25,,7.0,7.0,,14.95,,,73132.0,,,52.6,Weak IPO,Low,ipo_data.json,
Ideaforge Tech,,BSE,,,listed,2023-07-07,,666.0,666.0,,945.0,,,2891.0,,,52.6,Weak IPO,Low,ipo_data.json,
Kajaria Ceramics Ltd,KAJARIACER,NSE,Industrials,Building Materials,listed,2003-01-01,,,,,,,,,,,52.6,Weak IPO,Low,expansion_db,IN
Pearl Green Clubs & Resorts,PEARLGREEN,NSE,Consumer Cyclical,Hotels,listed,2024-01-01,,,,,,,,,,,52.6,Weak IPO,Low,expansion_db,IN
Kenrik Indust.,,BSE,,,listed,2025-05-09,,25.0,25.0,,9.16,,,31.0,,,52.5,Weak IPO,Low,ipo_data.json,
Abha Power,,BSE,,,listed,2024-12-04,,75.0,75.0,,29.0,,,139.0,,,52.5,Weak IPO,Low,ipo_data.json,
Go Digit General,,BSE,,,listed,2024-05-23,,270.0,270.0,,306.6,,,24948.0,,,52.5,Weak IPO,Low,ipo_data.json,
TAC Infosec,,BSE,,,listed,2024-04-05,,53.0,53.0,,378.35,,,111.0,,,52.5,Weak IPO,Low,ipo_data.json,
EMS,,BSE,,,listed,2023-09-21,,211.0,211.0,,290.85,,,1172.0,,,52.5,Weak IPO,Low,ipo_data.json,
Bondada Engineer,,BSE,,,listed,2023-08-30,,15.0,15.0,,333.55,,,162.0,,,52.5,Weak IPO,Low,ipo_data.json,
Bajaj Energy,BAJAJENERGY,NSE,,,upcoming,–,,,,,,,,,,,52.5,Weak IPO,Low,ipos.json,India
Deel,DEEL,NASDAQ,,,upcoming,2026-10-14,,32.00,38.00,,,$3.0B,,,,,52.5,Weak IPO,Low,ipos.json,USA
Kirloskar Oil Engines Ltd,KIRLOSENG,NSE,Industrials,Industrial Equipment,listed,1998-01-01,,,,,,,,,,,52.5,Weak IPO,Low,expansion_db,IN
Container Corp of India Ltd,CONCOR,NSE,Industrials,Logistics,listed,2006-01-01,,,,,,,,,,,52.5,Weak IPO,Low,expansion_db,IN
Gujarat State Fertilizers,GSFC,NSE,Basic Materials,Fertilizers,listed,1995-01-01,,,,,,,,,,,52.5,Weak IPO,Low,expansion_db,IN
Phoenix Mills Ltd,PHOENIXLTD,NSE,Real Estate,Real Estate Development,listed,2007-01-01,,,,,,,,,,,52.5,Weak IPO,Low,expansion_db,IN
Uniinfo Telecom Services,UNIINFO,NSE,Technology,Telecom,listed,2024-01-01,,,,,,,,,,,52.5,Weak IPO,Low,expansion_db,IN
Cochin Malabar Estates,COCHINMAL,NSE,Consumer Defensive,Food,listed,1995-01-01,,,,,,,,,,,52.5,Weak IPO,Low,expansion_db,IN
PNGS Reva Diamo.,,BSE,,,listed,2026-03-04,,386.0,386.0,,381.35,,,1224.0,,,52.4,Weak IPO,Low,ipo_data.json,
Jyoti Global,,BSE,,,listed,2025-08-11,,66.0,66.0,,41.95,,,131.0,,,52.4,Weak IPO,Low,ipo_data.json,
Cash UR Drive,,BSE,,,listed,2025-08-07,,130.0,130.0,,157.9,,,229.0,,,52.4,Weak IPO,Low,ipo_data.json,
Credo Brands,,BSE,,,listed,2023-12-27,,278.0,278.0,,89.66,,,1819.0,,,52.4,Weak IPO,Low,ipo_data.json,
INNIO Holding GmBH,INIO,NASDAQ,,,upcoming,2026-06-04,,24.00,27.00,,,$1912.5M,,,,,52.4,Weak IPO,Low,ipos.json,USA
Muthoot Finance Ltd,MUTHOOTFIN,NSE,Financial,Financial Services,listed,2006-01-01,,,,,,,,,,,52.4,Weak IPO,Low,expansion_db,IN
Welspun India Ltd,WELSPUNIND,NSE,Consumer Cyclical,Textiles,listed,2005-01-01,,,,,,,,,,,52.4,Weak IPO,Low,expansion_db,IN
Kuaishou Technology,1024,HKEX,Communication,Internet Services,listed,2021-01-01,,,,,,,,,,,52.4,Weak IPO,Low,expansion_db,CN
Diffusion Eng,,BSE,,,listed,2024-10-04,,168.0,168.0,,324.95,,,629.0,,,52.3,Weak IPO,Low,ipo_data.json,
Pune e,,BSE,,,listed,2024-03-15,,82.0,82.0,,280.25,,,130.0,,,52.3,Weak IPO,Low,ipo_data.json,
Harshdeep Horti.,,BSE,,,listed,2024-02-05,,45.0,45.0,,82.8,,,72.0,,,52.3,Weak IPO,Low,ipo_data.json,
Sungarner Energ.,,BSE,,,listed,2023-08-31,,83.0,83.0,,195.0,,,19.0,,,52.3,Weak IPO,Low,ipo_data.json,
Syngene International Ltd,SYNGENE,NSE,Healthcare,Biotechnology,listed,2015-01-01,,,,,,,,,,,52.3,Weak IPO,Low,expansion_db,IN
Welspun Corp Ltd,WELCORP,NSE,Basic Materials,Steel,listed,2003-01-01,,,,,,,,,,,52.3,Weak IPO,Low,expansion_db,IN
Kothari Industrial Corp,KOTHARIIND,NSE,Basic Materials,Fertilizers,listed,1995-01-01,,,,,,,,,,,52.3,Weak IPO,Low,expansion_db,IN
CFF Fluid,,BSE,,,listed,2025-07-16,,585.0,585.0,,736.85,,,1227.0,,,52.2,Weak IPO,Low,ipo_data.json,
ATC Energies,,BSE,,,listed,2025-04-02,,118.0,118.0,,23.5,,,241.0,,,52.2,Weak IPO,Low,ipo_data.json,
Ceigall India,,BSE,,,listed,2024-08-08,,401.0,401.0,,358.5,,,6986.0,,,52.2,Weak IPO,Low,ipo_data.json,
Shri Techtex,,BSE,,,listed,2023-08-04,,61.0,61.0,,68.0,,,152.0,,,52.2,Weak IPO,Low,ipo_data.json,
Asarfi Hospital,,BSE,,,listed,2023-07-26,,52.0,52.0,,204.9,,,102.0,,,52.2,Weak IPO,Low,ipo_data.json,
Larsen & Toubro Ltd,LT,NSE,Industrials,Construction,listed,1950-01-01,,,,,,,,,,,52.2,Weak IPO,Low,expansion_db,IN
DocuSign Inc.,DOCU,NASDAQ,Technology,Software,listed,2018-01-01,,,,,,,,,,,52.2,Weak IPO,Low,expansion_db,US
Resonance Specialties Ltd,RESONANCE,NSE,Basic Materials,Chemicals,listed,2007-01-01,,,,,,,,,,,52.2,Weak IPO,Low,expansion_db,IN
Jindal Drilling & Inds Ltd,JINDALDRILL,NSE,Energy,Oil & Gas,listed,2007-01-01,,,,,,,,,,,52.2,Weak IPO,Low,expansion_db,IN
Omnitech Engg.,,BSE,,,listed,2026-03-05,,227.0,227.0,,505.2,,,2807.0,,,52.1,Weak IPO,Low,ipo_data.json,
Mahamaya Lifesc.,,BSE,,,listed,2025-11-18,,114.0,114.0,,160.4,,,267.0,,,52.1,Weak IPO,Low,ipo_data.json,
Subam Papers,,BSE,,,listed,2024-10-08,,129.0,129.0,,216.3,,,353.0,,,52.1,Weak IPO,Low,ipo_data.json,
Diensten Tech,,BSE,,,listed,2024-07-03,,100.0,100.0,,130.0,,,83.0,,,52.1,Weak IPO,Low,ipo_data.json,
Sigma Solve,,BSE,,,listed,2023-06-09,,12.0,12.0,,40.17,,,121.0,,,52.1,Weak IPO,Low,ipo_data.json,
Sun Pharmaceutical Inds.,SUNPHARMA,NSE,Healthcare,Pharmaceuticals,listed,1994-01-01,,,,,,,,,,,52.1,Weak IPO,Low,expansion_db,IN
GitLab Inc.,GTLB,NASDAQ,Technology,Software,listed,2021-01-01,,,,,,,,,,,52.1,Weak IPO,Low,expansion_db,US
iQiyi Inc.,IQ,NASDAQ,Communication,Entertainment,listed,2018-01-01,,,,,,,,,,,52.1,Weak IPO,Low,expansion_db,CN
Associated Alcohols Ltd,ASSOALCOH,NSE,Consumer Defensive,Beverages,listed,2024-01-01,,,,,,,,,,,52.1,Weak IPO,Low,expansion_db,IN
Orbit Exports Ltd,ORBITEXPO,NSE,Consumer Cyclical,Textiles,listed,2007-01-01,,,,,,,,,,,52.1,Weak IPO,Low,expansion_db,IN
ANB Metal,,BSE,,,listed,2025-08-18,,156.0,156.0,,505.05,,,185.0,,,52.0,Weak IPO,Low,ipo_data.json,
Identixweb,,BSE,,,listed,2025-04-03,,54.0,54.0,,69.5,,,56.0,,,52.0,Weak IPO,Low,ipo_data.json,
GB Logistics,,BSE,,,listed,2025-01-31,,102.0,102.0,,38.0,,,84.0,,,52.0,Weak IPO,Low,ipo_data.json,
Unicommerce,,BSE,,,listed,2024-08-13,,98.0,98.0,,86.4,,,1106.0,,,52.0,Weak IPO,Low,ipo_data.json,
BLS E-Services,,BSE,,,listed,2024-02-06,,135.0,135.0,,229.68,,,1227.0,,,52.0,Weak IPO,Low,ipo_data.json,
Megatherm Indu.,,BSE,,,listed,2024-02-05,,108.0,108.0,,228.0,,,203.0,,,52.0,Weak IPO,Low,ipo_data.json,
Intuitive Surgical Inc.,ISRG,NASDAQ,Healthcare,Medical Devices,listed,,,,,,,,,,,,52.0,Weak IPO,Low,ipo_data.json,
PayU,PAYU,NSE,,,upcoming,–,,,,,,,,,,,52.0,Weak IPO,Low,ipos.json,India
Stripe,STRPE,NYSE,,,upcoming,2026-09-08,,35.00,40.00,,,$10B,,,,,52.0,Weak IPO,Low,ipos.json,USA
TVS Motor Company Ltd,TVSMOTOR,NSE,Consumer Cyclical,Auto Manufacturers,listed,1994-01-01,,,,,,,,,,,52.0,Weak IPO,Low,expansion_db,IN
GAIL (India) Ltd,GAIL,NSE,Energy,Oil & Gas,listed,1997-01-01,,,,,,,,,,,52.0,Weak IPO,Low,expansion_db,IN
Aether Industries Ltd,AETHER,NSE,Basic Materials,Chemicals,listed,2022-01-01,,,,,,,,,,,52.0,Weak IPO,Low,expansion_db,IN
Ganesh Housing Corp Ltd,GANESHHOUC,NSE,Real Estate,Real Estate Development,listed,2007-01-01,,,,,,,,,,,52.0,Weak IPO,Low,expansion_db,IN
Restaurant Brands Intl,QSR,TSX,Consumer Cyclical,Restaurants,listed,2014-01-01,,,,,,,,,,,52.0,Weak IPO,Low,expansion_db,CA
Maxvolt Energy,,BSE,,,listed,2025-02-19,,180.0,180.0,,370.6,,,196.0,,,51.9,Weak IPO,Low,ipo_data.json,
C2C Advanced,,BSE,,,listed,2024-12-03,,222.0,222.0,,343.55,,,376.0,,,51.9,Weak IPO,Low,ipo_data.json,
Nephro Care,,BSE,,,listed,2024-07-05,,90.0,90.0,,73.9,,,148.0,,,51.9,Weak IPO,Low,ipo_data.json,
Bandhan Bank Ltd,BANDHANBNK,NSE,Financial,Banks,listed,2018-01-01,,,,,,,,,,,51.9,Weak IPO,Low,expansion_db,IN
Asahi India Glass Ltd,ASAHIINDIA,NSE,Consumer Cyclical,Auto Parts,listed,1997-01-01,,,,,,,,,,,51.9,Weak IPO,Low,expansion_db,IN
Coromandel International Ltd,COROMANDEL,NSE,Basic Materials,Fertilizers,listed,1995-01-01,,,,,,,,,,,51.9,Weak IPO,Low,expansion_db,IN
Shayona Eng.,,BSE,,,listed,2026-01-30,,144.0,144.0,,135.5,,,56.0,,,51.8,Weak IPO,Low,ipo_data.json,
Airfloa Rail,,BSE,,,listed,2025-09-18,,140.0,140.0,,320.35,,,336.0,,,51.8,Weak IPO,Low,ipo_data.json,
Srigee DLM,,BSE,,,listed,2025-05-12,,99.0,99.0,,86.76,,,59.0,,,51.8,Weak IPO,Low,ipo_data.json,
Dhansa Labs,,BSE,,,listed,2024-07-11,,68.0,68.0,,24.0,,,170.0,,,51.8,Weak IPO,Low,ipo_data.json,
Asian Paints Ltd,ASIANPAINT,NSE,Basic Materials,Chemicals,listed,1945-01-01,,,,,,,,,,,51.8,Weak IPO,Low,expansion_db,IN
NTPC Ltd,NTPC,NSE,Utilities,Electric Utilities,listed,2004-01-01,,,,,,,,,,,51.8,Weak IPO,Low,expansion_db,IN
AU Small Finance Bank,AUBANK,NSE,Financial,Banks,listed,2017-01-01,,,,,,,,,,,51.8,Weak IPO,Low,expansion_db,IN
Cummins India Ltd,CUMMINSIND,NSE,Industrials,Industrial Equipment,listed,1996-01-01,,,,,,,,,,,51.8,Weak IPO,Low,expansion_db,IN
Cholamandalam Investment,CHOLAHLDNG,NSE,Financial,Financial Services,listed,1998-01-01,,,,,,,,,,,51.8,Weak IPO,Low,expansion_db,IN
Aaradhya Dis.,,BSE,,,listed,2025-08-11,,116.0,116.0,,83.9,,,164.0,,,51.7,Weak IPO,Low,ipo_data.json,
Resourceful Auto,,BSE,,,listed,2024-08-29,,117.0,117.0,,48.51,,,31.0,,,51.7,Weak IPO,Low,ipo_data.json,
3C IT Solutions,,BSE,,,listed,2024-06-12,,52.0,52.0,,18.2,,,31.0,,,51.7,Weak IPO,Low,ipo_data.json,
Jay Kailash,,BSE,,,listed,2024-04-08,,73.0,73.0,,47.21,,,36.0,,,51.7,Weak IPO,Low,ipo_data.json,
Yasons Chemex,,BSE,,,listed,2023-08-03,,40.0,40.0,,9.65,,,77.0,,,51.7,Weak IPO,Low,ipo_data.json,
CRISIL Ltd,CRISIL,NSE,Financial,Financial Services,listed,2004-01-01,,,,,,,,,,,51.7,Weak IPO,Low,expansion_db,IN
Pandora Media Inc.,P,NYSE,Communication,Entertainment,listed,2011-01-01,,,,,,,,,,,51.7,Weak IPO,Low,expansion_db,US
Shree Ram Twist.,,BSE,,,listed,2026-03-02,,104.0,104.0,,41.52,,,416.0,,,51.6,Weak IPO,Low,ipo_data.json,
Pajson Agro,,BSE,,,listed,2025-12-18,,118.0,118.0,,190.55,,,281.0,,,51.6,Weak IPO,Low,ipo_data.json,
Sattrix Infor.,,BSE,,,listed,2024-06-12,,73.0,73.0,,377.0,,,82.0,,,51.6,Weak IPO,Low,ipo_data.json,
HCL Technologies Ltd,HCLTECH,NSE,Technology,Software,listed,1999-01-01,,,,,,,,,,,51.6,Weak IPO,Low,expansion_db,IN
Axis Bank Ltd,AXISBANK,NSE,Financial,Banks,listed,1998-01-01,,,,,,,,,,,51.6,Weak IPO,Low,expansion_db,IN
Remus Pharmaceuticals Ltd,REMUSPHARM,NSE,Healthcare,Pharmaceuticals,listed,2024-01-01,,,,,,,,,,,51.6,Weak IPO,Low,expansion_db,IN
Veerkrupa Jewellers Ltd,VEERKRUPA,NSE,Consumer Cyclical,Luxury Goods,listed,2024-01-01,,,,,,,,,,,51.6,Weak IPO,Low,expansion_db,IN
KRM Ayurveda,,BSE,,,listed,2026-01-29,,135.0,135.0,,239.5,,,287.0,,,51.5,Weak IPO,Low,ipo_data.json,
Admach Systems,,BSE,,,listed,2025-12-31,,239.0,239.0,,309.6,,,162.0,,,51.5,Weak IPO,Low,ipo_data.json,
Emmvee Photovol.,,BSE,,,listed,2025-11-18,,217.0,217.0,,334.35,,,15024.0,,,51.5,Weak IPO,Low,ipo_data.json,
Veritaas Adver.,,BSE,,,listed,2024-05-21,,114.0,114.0,,45.6,,,32.0,,,51.5,Weak IPO,Low,ipo_data.json,
Gabriel Pet,,BSE,,,listed,2024-02-07,,36.0,36.0,,112.0,,,27.0,,,51.5,Weak IPO,Low,ipo_data.json,
Jupiter Life Lin,,BSE,,,listed,2023-09-18,,735.0,735.0,,1307.5,,,4819.0,,,51.5,Weak IPO,Low,ipo_data.json,
Basilic Fly Stud,,BSE,,,listed,2023-09-11,,89.0,89.0,,201.35,,,225.0,,,51.5,Weak IPO,Low,ipo_data.json,
Eli Lilly and Company,LLY,NYSE,Healthcare,Pharmaceuticals,listed,,,,,,,,,,,,51.5,Weak IPO,Low,ipo_data.json,
Applied Aerospace & Defense,AADX,NASDAQ,,,upcoming,2026-06-03,,18.00,21.00,,,$633.8M,,,,,51.5,Weak IPO,Low,ipos.json,USA
Swasthya Ayurveda,SWASTHYA,BSE,,,upcoming,2026-08-13,,65,72,,,₹35 Cr,,,,,51.5,Weak IPO,Low,ipos.json,India
Grab Holdings Ltd,GRAB,NASDAQ,Technology,Software,listed,2021-01-01,,,,,,,,,,,51.5,Weak IPO,Low,expansion_db,SG
Ipca Laboratories Ltd,IPCALAB,NSE,Healthcare,Pharmaceuticals,listed,1995-01-01,,,,,,,,,,,51.5,Weak IPO,Low,expansion_db,IN
Bikaji Foods International,BIKAJI,NSE,Consumer Defensive,Food,listed,2022-01-01,,,,,,,,,,,51.5,Weak IPO,Low,expansion_db,IN
K2 Infragen,,BSE,,,listed,2024-04-08,,119.0,119.0,,50.8,,,150.0,,,51.4,Weak IPO,Low,ipo_data.json,
Valiant Laborato,,BSE,,,listed,2023-10-06,,112.0,112.0,,73.15,,,608.0,,,51.4,Weak IPO,Low,ipo_data.json,
Comcast Corporation,CMCSA,NASDAQ,Communication,Telecom,listed,,,,,,,,,,,,51.4,Weak IPO,Low,ipo_data.json,
J.M. Financial Ltd,JMFINANCIL,NSE,Financial,Financial Services,listed,2006-01-01,,,,,,,,,,,51.4,Weak IPO,Low,expansion_db,IN
Sumitomo Chemical India Ltd,SUMICHEM,NSE,Basic Materials,Chemicals,listed,2020-01-01,,,,,,,,,,,51.4,Weak IPO,Low,expansion_db,IN
Trade Desk Inc.,TTD,NASDAQ,Technology,Software,listed,2016-01-01,,,,,,,,,,,51.4,Weak IPO,Low,expansion_db,US
Magna Electrocast Ltd,MAGNAELEC,NSE,Industrials,Industrial Equipment,listed,2024-01-01,,,,,,,,,,,51.4,Weak IPO,Low,expansion_db,IN
Indoco Remedies Ltd,INDOCO,NSE,Healthcare,Pharmaceuticals,listed,2003-01-01,,,,,,,,,,,51.4,Weak IPO,Low,expansion_db,IN
Fujiyama Power,,BSE,,,listed,2025-11-20,,228.0,228.0,,328.3,,,6986.0,,,51.3,Weak IPO,Low,ipo_data.json,
Travel Food,,BSE,,,listed,2025-07-14,,1100.0,1100.0,,1283.8,,,14485.0,,,51.3,Weak IPO,Low,ipo_data.json,
Suraksha Diagno.,,BSE,,,listed,2024-12-06,,441.0,441.0,,275.2,,,2297.0,,,51.3,Weak IPO,Low,ipo_data.json,
Indian Phosphate,,BSE,,,listed,2024-09-03,,99.0,99.0,,60.4,,,247.0,,,51.3,Weak IPO,Low,ipo_data.json,
Ola Electric,OLAELEC,BSE,,,listed,2024-08-09,,76.0,76.0,,44.88,"Rs.6,000 Cr",,33522.0,,,51.3,Weak IPO,Low,ipo_data.json,India
Beacon Trust.,,BSE,,,listed,2024-06-04,,60.0,60.0,,88.45,,,108.0,,,51.3,Weak IPO,Low,ipo_data.json,
Starlink,STRLK,NASDAQ,,,upcoming,2026-07-08,,50.00,55.00,,,$5.0B,,,,,51.3,Weak IPO,Low,ipos.json,USA
Sun Pharma Advanced Research,SPARC,NSE,Healthcare,Pharmaceuticals,listed,2007-01-01,,,,,,,,,,,51.3,Weak IPO,Low,expansion_db,IN
JD Health International,6618,HKEX,Healthcare,Healthcare Services,listed,2020-01-01,,,,,,,,,,,51.3,Weak IPO,Low,expansion_db,CN
Shadowfax Technologies,,BSE,,,listed,2026-01-28,,123.0,123.0,,201.07,,,7169.0,,,51.2,Weak IPO,Low,ipo_data.json,
Modern Diagnost.,,BSE,,,listed,2026-01-07,,90.0,90.0,,60.0,,,136.0,,,51.2,Weak IPO,Low,ipo_data.json,
Valplast Technol,,BSE,,,listed,2025-10-08,,54.0,54.0,,43.9,,,106.0,,,51.2,Weak IPO,Low,ipo_data.json,
Rama Telecom,,BSE,,,listed,2025-07-02,,68.0,68.0,,83.5,,,90.0,,,51.2,Weak IPO,Low,ipo_data.json,
Eppeltone Ene.,,BSE,,,listed,2025-06-24,,128.0,128.0,,99.9,,,166.0,,,51.2,Weak IPO,Low,ipo_data.json,
Oswal Pumps,,BSE,,,listed,2025-06-20,,614.0,614.0,,412.7,,,6998.0,,,51.2,Weak IPO,Low,ipo_data.json,
